minute,second,period,under_pressure,shot_first_time,shot_one_on_one,shot_open_goal,shot_deflected,x,y,end_x,end_y,goal,shot_angle,distance_from_center,shot_body_part_Left Foot,shot_body_part_Other,shot_body_part_Right Foot,shot_technique_Diving Header,shot_technique_Half Volley,shot_technique_Lob,shot_technique_Normal,shot_technique_Overhead Kick,shot_technique_Volley,play_pattern_From Counter,play_pattern_From Free Kick,play_pattern_From Goal Kick,play_pattern_From Keeper,play_pattern_From Kick Off,play_pattern_From Throw In,play_pattern_Other,play_pattern_Regular Play,shot_distance
111,56,4,0,0,0,0,0,94.8,44.5,102.0,44.2,0,0.3054790544135679,4.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25.598632775990207
120,26,5,0,0,0,0,0,108.0,40.0,120.0,42.8,1,0.6435011087932844,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
121,39,5,0,0,0,0,0,108.0,40.0,120.0,37.4,1,0.6435011087932844,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
122,38,5,0,0,0,0,0,108.0,40.0,120.0,37.9,1,0.6435011087932844,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
123,47,5,0,0,0,0,0,108.0,40.0,120.0,43.2,1,0.6435011087932844,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
124,49,5,0,0,1,0,0,108.0,40.0,120.0,36.0,0,0.6435011087932844,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
125,47,5,0,0,0,0,0,108.0,40.0,120.0,37.2,1,0.6435011087932844,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
126,37,5,0,0,0,0,0,108.0,40.0,120.0,36.6,1,0.6435011087932844,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
127,39,5,0,0,0,0,0,108.0,40.0,120.0,38.0,1,0.6435011087932844,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
128,37,5,0,0,0,0,0,108.0,40.0,120.0,41.0,1,0.6435011087932844,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
129,48,5,0,0,0,0,0,108.0,40.0,120.0,42.7,1,0.6435011087932844,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
2,10,1,1,0,1,0,0,105.8,55.9,120.0,46.2,0,0.2535197427814957,15.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,21.317832910500076
17,42,1,0,0,0,0,0,87.0,30.7,99.2,33.5,0,0.2238698355499578,9.3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,34.28541964159109
42,28,1,1,1,0,0,0,97.4,41.8,107.8,39.7,0,0.3482549744740636,1.7999999999999972,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22.67156809750926
43,32,1,0,0,0,0,0,95.8,53.0,120.0,43.4,0,0.2563371906840038,13.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,27.470711676256222
44,33,1,0,0,0,0,0,89.3,46.1,102.1,44.7,0,0.2495391621898843,6.100000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,31.30015974400131
46,44,1,0,0,0,0,0,106.8,14.7,112.0,24.2,0,0.1315126483632382,25.3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,28.536467896360268
46,8,2,0,0,0,0,0,107.5,35.9,120.0,39.0,0,0.566968130711088,4.100000000000001,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13.155227098001768
49,33,2,1,0,0,0,0,101.5,52.4,120.0,47.8,0,0.2990785457850517,12.4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,22.271281956816047
57,25,2,0,1,0,0,0,107.3,34.7,108.6,35.3,0,0.5300588570890136,5.299999999999997,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13.761540611428652
68,31,2,0,0,1,0,0,108.1,40.1,120.0,44.1,0,0.648500559577246,0.1000000000000014,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.900420160649796
81,42,2,1,0,0,0,0,111.0,36.9,118.8,38.2,0,0.7675977109769844,3.1000000000000014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9.518928511129811
82,10,2,0,1,0,0,0,111.3,43.1,120.0,42.8,0,0.7875579872528544,3.1000000000000014,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.235799911215056
85,19,2,1,0,1,0,0,113.0,53.1,118.6,44.1,0,0.2671492213699082,13.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14.852945835759318
87,25,2,0,0,0,0,1,102.6,28.3,117.9,38.0,0,0.3174602569957462,11.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.96783250600787
97,38,2,1,0,0,0,0,112.4,47.4,120.0,43.2,1,0.5621303741142942,7.399999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.60754448494089
7,16,1,0,1,0,0,0,98.2,36.1,104.0,37.2,0,0.3522527483098787,3.899999999999999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.14610575247937
16,57,1,0,0,0,0,0,108.1,40.1,119.3,43.0,0,0.648500559577246,0.1000000000000014,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.900420160649796
29,5,1,0,1,0,0,0,109.4,45.7,110.5,44.9,0,0.582069022190411,5.700000000000003,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.035364556173606
41,10,1,0,1,0,0,0,96.8,45.7,120.0,40.6,0,0.3228695998752849,5.700000000000003,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,23.88995604851545
45,18,1,0,0,0,0,0,98.1,38.3,120.0,44.7,0,0.3592639058562784,1.7000000000000028,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,21.9658826364888
46,36,2,0,1,0,0,0,96.6,49.5,105.9,44.8,0,0.2924258636023684,9.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25.25490051455361
48,21,2,1,0,0,0,0,116.5,32.9,120.0,48.2,0,0.5404825321015752,7.100000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.915806970865321
50,18,2,0,0,0,0,0,86.9,37.2,117.5,38.7,0,0.2388568655504113,2.799999999999997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33.2182178931983
62,52,2,0,0,0,0,0,111.4,37.4,116.2,38.6,0,0.8159458777440832,2.6000000000000014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.984430978086476
70,51,2,0,0,0,0,0,93.2,34.1,120.0,43.5,1,0.2830775903106249,5.899999999999999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,27.44175650354765
82,26,2,1,0,0,0,0,112.3,40.9,120.0,35.4,0,0.9494727273690816,0.8999999999999986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.752418977325725
84,35,2,1,0,0,0,0,109.0,47.4,118.2,42.9,0,0.5034773384370212,7.399999999999999,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13.25745073534124
89,21,2,0,1,0,0,0,99.7,43.1,107.6,41.5,0,0.3807613382252697,3.1000000000000014,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20.53533540023147
89,22,2,1,0,0,0,0,111.2,38.9,120.0,37.4,1,0.8435811980193091,1.1000000000000014,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8.868483523128402
95,23,3,1,0,0,0,0,114.1,34.6,120.0,40.1,0,0.7773075550223887,5.399999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.998124780221928
99,5,3,1,0,0,0,0,114.7,41.6,120.0,41.1,0,1.2381191716625213,1.6000000000000014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.536244214266562
100,39,3,0,0,0,0,0,107.1,24.4,112.3,29.5,0,0.2563171671211116,15.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.24277648940481
102,38,3,0,1,0,0,0,118.9,48.9,120.0,52.6,0,0.1357632297607027,8.899999999999999,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.967719888578143
103,55,3,0,0,0,0,0,84.9,35.5,118.0,40.1,0,0.2233472382918477,4.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,35.387285852407494
112,53,4,1,0,0,0,0,97.8,23.2,120.0,49.6,0,0.2298332090419074,16.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,27.840258619488434
121,1,4,0,1,0,0,0,99.4,31.2,114.1,36.9,0,0.3270519472167961,8.8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22.40089283934905
121,2,4,0,0,0,0,0,114.9,37.6,120.0,40.0,1,1.2019647185412792,2.3999999999999986,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.636488268416775
1,15,1,1,0,0,0,0,81.3,43.0,83.5,42.7,0,0.2047778334283661,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,38.81610490505198
5,47,1,0,0,0,0,0,113.0,47.1,120.0,51.4,0,0.5912601907876995,7.100000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.970456358662828
9,8,1,0,1,0,0,0,93.6,50.9,118.1,40.7,0,0.2581820901970716,10.9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,28.56168762520871
12,22,1,1,1,0,0,0,87.5,36.4,120.0,48.5,0,0.2420252908639821,3.6000000000000014,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,32.69877673552942
13,14,1,1,0,0,0,0,104.5,38.4,120.0,34.6,0,0.5003161833250304,1.6000000000000014,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.582361823549084
15,39,1,0,0,0,0,0,98.6,29.8,120.0,46.7,0,0.3038440006913669,10.2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,23.7065391822594
28,25,1,0,0,0,0,0,96.6,35.7,107.3,37.1,0,0.3280366990421823,4.299999999999997,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,23.791805311913603
28,26,1,0,1,0,0,0,97.8,37.4,120.0,43.3,0,0.3519550724255109,2.6000000000000014,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22.351733713517618
35,14,1,0,1,0,0,0,101.4,47.7,119.3,45.8,0,0.3651322292119729,7.700000000000003,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20.13082213919739
38,8,1,0,0,0,0,0,103.0,21.8,104.6,23.6,0,0.2213869015499832,18.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,24.90461804565571
39,47,1,0,0,0,0,0,110.6,43.2,112.8,42.5,0,0.7385376903692433,3.200000000000003,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.929753269845136
45,19,1,0,1,0,0,0,108.6,50.9,120.0,45.4,0,0.373420144750802,10.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15.772444325468392
46,23,2,1,0,0,0,0,108.9,35.1,109.9,35.4,0,0.5949345374682737,4.899999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.133424908079329
46,25,2,0,1,0,0,0,95.1,27.1,120.0,26.0,0,0.2530190155727257,12.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.04318098932431
51,53,2,0,0,0,0,0,100.5,50.5,102.5,49.5,0,0.3176353512895307,10.5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,22.147234590350106
52,53,2,0,1,0,0,0,109.1,58.1,118.4,44.0,0,0.199887404824075,18.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21.12865353021816
54,18,2,0,1,0,0,0,92.3,47.7,120.0,39.5,0,0.2668636647629177,7.700000000000003,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28.750304346215195
55,25,2,0,1,0,0,0,107.9,27.3,116.7,36.2,0,0.3204129690229327,12.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.54137964927502
59,5,2,0,0,0,0,0,94.9,17.9,101.8,23.0,0,0.1801695861852873,22.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33.44278696520372
68,33,2,0,0,0,0,0,87.3,29.8,100.8,33.1,0,0.2223017466422258,10.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,34.25390488688845
69,51,2,0,1,0,0,0,104.7,31.7,109.2,34.2,0,0.4031494078053814,8.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.406320691059324
77,2,2,0,0,0,0,0,103.3,40.7,109.2,40.9,0,0.4694322679614779,0.7000000000000028,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.714664220378467
77,22,2,0,1,0,0,0,105.8,38.0,120.0,39.9,0,0.5397057688169145,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14.340153416194685
78,12,2,0,0,0,0,0,83.0,39.5,120.0,46.9,0,0.2153411711363855,0.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,37.003378224156776
79,56,2,0,0,0,0,0,86.3,63.3,120.0,45.5,0,0.160758305548555,23.3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,40.97047717564442
86,30,2,1,0,0,0,0,114.2,41.3,120.0,42.5,0,1.1760664206538625,1.2999999999999972,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.9439044406854284
89,29,2,0,0,0,0,1,89.9,47.0,119.2,43.4,0,0.2510308705321425,7.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30.90323607650176
89,57,2,0,0,0,0,0,89.1,38.5,120.0,49.0,0,0.2568790645636418,1.5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30.93638634359224
91,54,2,1,1,0,0,0,103.6,45.7,114.3,43.6,0,0.4308293151035886,5.700000000000003,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,17.36231551377869
91,17,3,0,0,0,0,0,113.0,42.1,115.8,41.5,0,0.981846519840628,2.1000000000000014,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.3082145562373855
91,19,3,1,1,0,0,0,102.3,47.2,103.0,46.9,0,0.3853070894245033,7.200000000000003,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19.108375127153018
91,30,3,1,0,0,0,0,113.9,43.3,119.0,40.6,0,0.9889664843521108,3.299999999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.935416353759874
94,48,3,0,1,0,0,0,112.0,53.6,120.0,31.5,0,0.2681107830698269,13.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.778466338652818
96,37,3,0,1,0,0,0,112.2,62.9,120.0,44.5,0,0.1091819973445835,22.9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,24.19194080680589
98,37,3,0,0,0,0,0,108.0,46.9,120.0,31.2,0,0.5002798436602798,6.899999999999999,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13.842326394071192
105,37,3,0,1,0,0,0,93.2,20.4,120.0,31.0,0,0.1948452678442067,19.6,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,33.202409551115416
113,8,4,1,0,0,0,0,114.1,60.4,114.4,59.5,0,0.1080902960482814,20.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21.23605424743495
114,33,4,0,0,0,0,0,97.4,16.2,120.0,64.2,0,0.1687528157489857,23.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,32.82072515956952
116,50,4,0,0,0,0,0,82.5,59.5,97.5,35.8,0,0.1678493940929116,19.5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,42.26700841081611
116,57,4,0,0,0,0,0,91.2,40.6,118.3,40.6,0,0.2758960517198117,0.6000000000000014,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,28.80624932197873
120,58,4,0,0,0,0,0,87.6,20.7,120.0,34.9,0,0.182274189184231,19.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37.71272994626616
120,4,5,0,0,1,0,0,108.0,40.0,119.5,36.9,0,0.6435011087932844,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
121,9,5,0,0,0,0,0,108.0,40.0,120.0,37.7,1,0.6435011087932844,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
122,0,5,0,0,1,0,0,108.0,40.0,119.5,37.0,0,0.6435011087932844,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
123,1,5,0,0,1,0,0,108.0,40.0,120.0,40.5,0,0.6435011087932844,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
123,58,5,0,0,1,0,0,108.0,40.0,119.5,37.1,0,0.6435011087932844,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
125,8,5,0,0,0,0,0,108.0,40.0,119.0,42.6,0,0.6435011087932844,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
126,18,5,0,0,0,0,0,108.0,40.0,120.0,43.2,1,0.6435011087932844,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
127,23,5,0,0,0,0,0,108.0,40.0,120.0,38.5,1,0.6435011087932844,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0
128,27,5,0,0,1,0,0,108.1,40.0,119.6,42.8,0,0.6485388815140378,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.900000000000006
2,11,1,0,0,0,0,0,107.5,41.8,120.0,44.0,0,0.6086509287239285,1.7999999999999972,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.628935030318273
5,45,1,0,0,0,0,0,111.8,39.1,112.9,39.2,0,0.9000650609566028,0.8999999999999986,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8.24924238945614
11,35,1,1,0,0,0,0,116.1,39.7,120.0,40.0,0,1.5932284608519045,0.2999999999999971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.9115214431215946
14,24,1,1,1,0,0,0,98.7,39.3,120.0,41.5,0,0.3708846809122568,0.7000000000000028,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21.31149924336624
21,38,1,0,0,0,0,0,80.1,41.4,118.2,41.3,0,0.1995919127784113,1.3999999999999986,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,39.92455384847776
29,30,1,0,0,1,0,0,110.3,21.8,119.3,36.6,0,0.1873547062903001,18.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20.623530250662714
29,34,1,1,1,0,0,0,103.5,25.9,120.0,47.4,0,0.2823235021695005,14.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21.703916697223107
32,2,1,0,0,0,0,0,100.6,44.5,120.0,34.7,0,0.3871836367477715,4.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.915069670980323
35,15,1,1,1,0,0,0,105.5,32.3,117.6,37.6,0,0.4290911710811083,7.700000000000003,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.417673403987546
43,31,1,0,0,0,0,0,83.9,35.4,120.0,38.2,0,0.2172490407815991,4.600000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36.39189470197999
49,29,1,0,0,0,0,0,87.2,37.1,120.0,38.0,0,0.2408665903479739,2.8999999999999986,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,32.92795165205391
46,6,2,0,0,1,0,0,115.5,51.1,120.0,39.3,1,0.2752713137377698,11.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.97747886660628
49,14,2,0,0,0,0,0,104.9,46.1,120.0,42.7,0,0.4513428234242318,6.100000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.285576440519378
52,57,2,0,0,0,0,0,109.3,49.8,109.7,47.6,0,0.4145361604405707,9.799999999999995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14.509651959988563
56,49,2,0,0,0,0,0,108.1,40.1,120.0,36.7,1,0.648500559577246,0.1000000000000014,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.900420160649796
62,5,2,0,0,0,0,0,84.0,32.3,120.0,34.2,0,0.2118137346875943,7.700000000000003,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,36.81426354010087
63,3,2,0,0,0,0,0,99.3,43.6,117.4,40.9,0,0.3711918343220824,3.6000000000000014,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21.01071155387176
71,28,2,0,1,0,0,0,114.8,49.2,119.0,43.8,0,0.4101273405414909,9.200000000000005,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10.56787585089833
77,6,2,1,0,0,0,0,99.1,25.4,120.0,54.2,0,0.2578632512900857,14.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25.49450921276972
83,53,2,0,0,0,0,0,85.1,36.6,94.3,38.0,0,0.226130135422561,3.3999999999999986,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,35.065224938676785
91,43,2,1,0,0,0,0,107.0,32.4,108.0,33.2,0,0.4583957163532055,7.600000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.058552387264854
96,49,2,1,0,0,0,0,109.6,42.7,120.0,51.7,0,0.696663819388155,2.700000000000003,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10.744766167767455
0,46,1,1,0,0,0,1,114.2,49.4,119.1,44.3,0,0.4126083830041449,9.4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11.045361017187258
2,57,1,0,1,0,0,0,110.4,42.6,120.0,33.6,0,0.7470998443739036,2.6000000000000014,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9.94585340732508
12,15,1,0,1,0,0,0,103.6,38.2,113.2,41.0,0,0.4732806236411727,1.7999999999999972,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16.49848477891228
12,55,1,1,0,0,0,0,101.3,37.8,120.0,51.7,0,0.4161064616999096,2.200000000000003,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18.828967045486063
20,2,1,0,0,0,0,0,108.1,40.1,120.0,42.7,1,0.648500559577246,0.1000000000000014,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.900420160649796
25,31,1,1,0,0,0,0,98.9,44.4,108.6,43.7,0,0.3599159801024928,4.399999999999999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21.55388596054085
26,40,1,1,0,0,0,0,114.8,29.4,120.0,39.3,1,0.3251502498951741,10.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.806777714516356
43,29,1,1,1,0,0,0,108.9,35.0,120.0,46.3,0,0.5914506855932214,5.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.17415294794672
47,14,1,0,1,0,0,0,113.5,23.9,114.1,25.7,0,0.1801864159407924,16.1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17.362603491412226
48,23,2,0,0,0,0,0,89.4,33.5,100.9,35.4,0,0.2490296855939895,6.5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,31.28274284649605
52,24,2,0,0,0,0,0,106.2,23.8,120.0,48.3,0,0.2475191330317698,16.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21.28097742116184
55,15,2,0,1,0,0,0,93.3,27.1,100.1,29.6,0,0.2425514834271906,12.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29.65299310356376
56,23,2,0,1,0,0,0,112.4,25.0,120.0,28.9,0,0.224092212981112,15.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.815469068687914
64,24,2,0,0,0,0,0,108.1,40.1,120.0,36.9,1,0.648500559577246,0.1000000000000014,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.900420160649796
69,18,2,1,0,0,0,0,113.5,42.1,115.8,42.2,0,1.0380475664628492,2.1000000000000014,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.8308125431752265
81,30,2,0,0,0,0,0,99.5,2.9,120.0,37.5,1,0.091841583413339,37.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,42.38702631702299
92,31,2,0,0,0,0,0,107.2,45.0,108.1,44.7,0,0.5348535683336991,5.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13.741906709041505
93,10,2,1,0,0,0,0,111.7,40.9,112.6,41.0,0,0.8907518498053408,0.8999999999999986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.348652585896719
93,30,2,1,0,0,0,0,110.5,37.0,115.2,37.2,0,0.7399036741205476,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.962429422585638
94,30,2,1,0,0,0,0,103.7,43.8,120.0,41.2,0,0.4585919328879316,3.799999999999997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.737084572887834
0,27,1,1,0,0,0,0,96.8,43.6,98.5,43.4,0,0.3338089248069332,3.6000000000000014,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,23.477648945326703
3,53,1,1,0,1,0,0,115.1,51.5,116.9,43.6,0,0.2725273362535688,11.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.500399993600206
3,54,1,0,1,0,0,0,116.5,43.3,119.1,43.0,0,1.3211173457565892,3.299999999999997,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.810405388322275
14,30,1,1,0,0,0,0,107.4,33.2,120.0,42.5,0,0.4899573262537285,6.799999999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14.317821063276346
23,13,1,1,0,0,0,0,109.4,43.7,118.9,42.4,0,0.6565294530950084,3.700000000000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11.227199116431484
28,51,1,0,1,0,0,0,89.9,33.8,103.0,37.8,0,0.2537656720856838,6.200000000000003,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,30.73190524520079
34,56,1,0,0,0,0,0,112.7,40.8,120.0,30.9,0,0.9947823147919932,0.7999999999999972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.343704787094859
37,3,1,1,0,1,0,0,115.6,51.9,120.0,50.8,0,0.2381991610895462,11.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.687395319765203
39,0,1,0,0,0,0,0,112.7,30.9,113.8,58.0,0,0.4525964848922068,9.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.666190466471908
40,31,1,0,1,0,0,0,109.8,38.2,120.0,39.2,1,0.7294639730002834,1.7999999999999972,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.357605900979244
42,28,1,0,1,0,0,0,109.7,52.0,111.3,50.6,0,0.3384566605770717,12.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15.814234094637651
