minute,second,period,under_pressure,shot_first_time,shot_one_on_one,shot_open_goal,shot_deflected,x,y,end_x,end_y,goal,shot_angle,distance_from_center,shot_body_part_Left Foot,shot_body_part_Other,shot_body_part_Right Foot,shot_technique_Diving Header,shot_technique_Half Volley,shot_technique_Lob,shot_technique_Normal,shot_technique_Overhead Kick,shot_technique_Volley,play_pattern_From Counter,play_pattern_From Free Kick,play_pattern_From Goal Kick,play_pattern_From Keeper,play_pattern_From Kick Off,play_pattern_From Throw In,play_pattern_Other,play_pattern_Regular Play,shot_distance
71,6,2,0,0,0,0,0,112.0,30.0,120.0,44.4,0,0.4081491037550894,10.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.806248474865695
71,7,2,0,1,0,0,0,111.0,44.0,120.0,37.0,0,0.7266423406817256,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.848857801796104
72,52,2,0,0,0,0,0,98.0,48.0,120.0,42.8,0,0.3194932218876518,8.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.40939982143925
76,48,2,0,0,1,0,0,115.0,55.0,116.0,1.0,0,0.1693037781557875,15.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15.811388300841896
77,35,2,0,0,0,0,0,95.0,45.0,120.0,44.0,0,0.3055768934584221,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25.495097567963924
82,19,2,0,0,0,0,0,113.0,52.0,119.0,43.6,0,0.3064195580242371,12.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13.892443989449804
83,0,2,0,0,0,0,0,113.0,24.0,120.0,41.3,0,0.1913996290396324,16.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17.46424919657298
89,32,2,0,0,0,0,0,89.0,57.0,120.0,43.4,0,0.1983304302537503,17.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35.35533905932738
91,23,2,0,0,0,0,0,113.0,33.0,120.0,34.4,0,0.5991753229863068,7.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9.899494936611664
97,29,3,0,0,0,0,0,92.0,51.0,97.0,51.0,0,0.2468305128618344,11.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30.083217912982647
98,12,3,0,0,0,0,0,113.0,49.0,119.0,39.0,0,0.456605471892494,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.40175425099138
101,22,3,0,0,0,0,0,106.0,58.0,105.0,57.0,0,0.2186689458739419,18.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22.80350850198276
105,42,3,0,0,0,0,0,101.0,34.0,104.0,34.0,0,0.3796009903067893,6.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.92485884517128
106,26,3,0,1,0,0,0,114.0,39.0,116.0,39.5,0,1.1583858851975093,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6.082762530298219
107,2,4,0,0,0,0,0,111.0,27.0,120.0,35.0,0,0.2984989315861792,13.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.811388300841896
108,3,4,0,0,0,0,0,114.0,33.0,119.0,42.0,1,0.6078019961139605,7.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9.219544457292889
113,40,4,0,0,0,0,0,107.0,32.0,109.0,37.0,0,0.446920544687979,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.264337522473747
115,34,4,0,0,0,0,0,97.0,22.0,120.0,39.9,0,0.2163907571814818,18.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.206163733020468
119,24,4,0,0,0,0,0,109.0,52.0,120.0,45.0,0,0.3397126942444994,12.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.278820596099706
3,46,1,0,0,0,0,0,81.0,40.0,120.0,40.3,0,0.204413436214507,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,39.0
4,17,1,0,1,0,0,0,102.0,32.0,120.0,34.4,0,0.3693336576736256,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.697715603592208
7,48,1,0,0,0,0,0,109.0,42.0,120.0,37.2,1,0.6792002214726084,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.180339887498947
15,12,1,0,0,0,0,0,96.0,49.0,120.0,35.2,0,0.2910273642151145,9.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,25.632011235952596
21,35,1,0,0,0,0,0,109.0,41.0,120.0,36.6,1,0.6928795422778015,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.04536101718726
35,9,1,1,0,0,0,0,98.0,34.0,120.0,43.8,1,0.3359676059261309,6.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22.80350850198276
39,13,1,1,0,0,0,0,115.0,40.0,120.0,40.5,0,1.3494818844471053,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.0
39,14,1,0,0,0,1,0,118.0,36.0,120.0,37.2,1,1.3258176636680326,4.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.47213595499958
41,55,1,0,0,0,0,0,100.0,40.0,104.0,41.0,0,0.3947911196997615,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20.0
45,16,1,0,0,0,0,0,109.0,41.0,120.0,37.8,1,0.6928795422778015,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.04536101718726
61,5,2,1,0,0,0,0,97.0,51.0,104.0,50.0,0,0.2824610998185257,11.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25.495097567963924
61,5,2,0,0,0,0,0,105.0,49.0,120.0,39.7,1,0.3923401442155158,9.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.4928556845359
65,25,2,0,0,1,0,0,115.0,51.0,116.0,44.0,0,0.2984989315861792,11.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12.083045973594572
72,32,2,0,1,0,0,0,104.0,45.0,120.0,35.0,0,0.4499706503147804,5.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.76305461424021
75,31,2,0,1,0,0,0,116.0,36.0,120.0,34.8,0,1.1071487177940904,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.656854249492381
77,16,2,0,1,0,0,0,109.0,44.0,120.0,43.6,1,0.628796286415433,4.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11.704699910719626
81,16,2,0,0,0,0,0,93.0,30.0,120.0,45.4,0,0.2596834855047156,10.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28.792360097775937
93,47,2,0,0,0,0,0,106.0,41.0,107.0,40.0,0,0.5541172736434499,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14.0356688476182
94,2,2,0,0,0,0,0,94.0,20.0,120.0,45.8,0,0.1937644937456114,20.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,32.802438933713454
3,18,1,1,0,0,0,0,84.0,51.0,120.0,34.6,0,0.2027431024590314,11.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,37.64306044943742
4,14,1,1,0,0,0,0,114.0,38.0,119.0,42.2,0,1.1071487177940904,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.324555320336759
4,19,1,0,1,0,0,0,108.0,37.0,109.0,46.0,0,0.6112156803148009,3.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12.36931687685298
4,48,1,0,0,1,0,0,115.0,39.0,120.0,37.2,1,1.3258176636680323,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.0990195135927845
8,7,1,1,0,0,0,0,95.0,58.0,103.0,51.0,0,0.2111665289479855,18.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.80584360149873
9,51,1,0,1,0,0,0,111.0,38.0,120.0,45.8,0,0.8066715494215094,2.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9.219544457292889
13,13,1,0,0,0,0,0,104.0,33.0,120.0,44.4,0,0.4169393961392694,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17.46424919657298
15,17,1,0,0,0,0,0,100.0,52.0,120.0,34.4,0,0.2942345651111877,12.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,23.323807579381203
18,31,1,0,0,0,0,0,104.0,32.0,120.0,34.2,0,0.3985224456664202,8.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,17.88854381999832
22,26,1,0,0,0,0,0,100.0,41.0,102.0,40.0,0,0.3938686107363613,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20.024984394500787
22,30,1,0,1,0,0,0,97.0,51.0,102.0,49.0,0,0.2824610998185257,11.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.495097567963924
25,23,1,1,0,0,0,0,113.0,37.0,120.0,34.4,0,0.9272952180016122,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.615773105863909
29,34,1,0,0,1,0,0,111.0,39.0,117.0,38.5,0,0.8288490587889792,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9.055385138137416
30,7,1,1,0,0,0,0,113.0,44.0,120.0,36.6,0,0.8519663271732721,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.06225774829855
36,33,1,0,0,0,0,0,99.0,49.0,119.0,37.4,0,0.3205643153326497,9.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22.84731931759173
41,58,1,0,0,0,0,0,109.0,43.0,120.0,43.8,0,0.6573891047242515,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11.40175425099138
43,4,1,0,1,0,0,0,118.0,32.0,120.0,34.8,0,0.2984989315861794,8.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.246211251235321
45,42,1,0,1,0,0,0,100.0,49.0,120.0,45.8,0,0.3313965574643196,9.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.93171219946131
49,24,2,1,0,0,0,0,98.0,18.0,118.0,80.0,0,0.1828098843796032,22.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,31.11269837220809
51,28,2,0,0,0,0,0,114.0,43.0,120.0,44.0,0,1.027318732081853,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.708203932499369
51,51,2,1,1,0,0,0,106.0,55.0,108.0,52.0,0,0.269800354025473,15.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.518284528683196
51,55,2,0,1,0,0,0,95.0,22.0,120.0,41.9,1,0.2111665289479855,18.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30.80584360149873
57,33,2,0,0,0,0,0,107.0,62.0,119.0,35.8,0,0.1618374312384228,22.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25.55386467836128
76,25,2,0,0,0,0,0,104.0,29.0,107.0,31.0,0,0.3407408393648071,11.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,19.4164878389476
81,32,2,0,0,0,0,0,86.0,40.0,118.0,43.4,0,0.2342174891337285,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,34.0
82,39,2,0,0,0,0,0,86.0,36.0,120.0,40.7,0,0.231090667195897,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34.23448553724738
83,18,2,0,0,0,0,0,110.0,43.0,117.0,42.8,0,0.7103946168803705,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10.44030650891055
85,14,2,0,0,0,0,0,94.0,30.0,103.0,32.0,0,0.2671425208656953,10.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,27.85677655436824
85,41,2,0,0,0,0,0,108.0,37.0,110.0,35.0,0,0.6112156803148009,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.36931687685298
89,37,2,1,0,0,0,0,111.0,31.0,120.0,43.8,1,0.4581531587975896,9.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12.727922061357855
95,29,2,1,0,0,0,0,99.0,33.0,120.0,35.2,0,0.3406162404183129,7.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,22.13594362117865
2,58,1,0,0,0,0,0,98.0,51.0,120.0,36.2,0,0.2903661124547607,11.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24.596747752497688
6,12,1,0,0,0,0,0,88.0,59.0,120.0,46.7,0,0.184862770076108,19.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37.21558813185679
12,24,1,1,1,0,0,0,107.0,48.0,120.0,34.4,0,0.446920544687979,8.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.264337522473747
14,23,1,0,0,0,0,0,82.0,29.0,104.0,39.0,0,0.1937926433985421,11.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39.56008088970496
22,31,1,1,0,0,0,0,106.0,25.0,120.0,33.9,0,0.269800354025473,15.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20.518284528683196
25,41,1,0,1,0,0,0,99.0,22.0,108.0,37.0,0,0.2206471826603436,18.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,27.65863337187866
28,15,1,0,0,0,0,0,97.0,20.0,120.0,45.6,0,0.198869553307549,20.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30.479501308256346
29,18,1,0,0,0,0,0,92.0,23.0,120.0,45.2,0,0.2088308936440395,17.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,32.7566787083184
33,19,1,0,0,0,0,0,100.0,52.0,120.0,33.7,0,0.2942345651111877,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23.323807579381203
40,44,1,0,0,0,0,0,96.0,23.0,119.0,36.4,0,0.2224072462167426,17.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29.410882339705484
47,27,2,0,1,0,0,0,117.0,39.0,117.0,39.0,0,1.8157749899217608,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.1622776601683795
48,51,2,0,0,0,0,0,112.0,40.0,120.0,41.3,0,0.9272952180016122,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.0
48,58,2,0,1,0,0,0,105.0,41.0,118.0,41.0,0,0.5191461142465229,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.033296378372908
55,50,2,0,1,0,0,0,110.0,42.0,119.0,41.1,0,0.7378150601204649,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.198039027185567
57,14,2,0,1,0,0,0,103.0,48.0,120.0,41.7,0,0.3835722847262683,8.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.788294228055936
59,52,2,0,0,0,0,0,104.0,40.0,105.0,39.0,0,0.4899573262537283,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0
60,17,2,0,0,0,0,0,108.0,31.0,109.0,30.0,0,0.4305857308209769,9.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.0
62,56,2,0,0,0,0,0,100.0,24.0,119.0,37.2,0,0.2449786631268641,16.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25.612496949731398
68,59,2,0,0,0,0,0,111.0,44.0,114.0,50.0,0,0.7266423406817256,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.848857801796104
69,47,2,0,0,0,0,0,112.0,41.0,119.0,38.0,0,0.9173699856141346,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.06225774829855
71,34,2,0,0,0,0,0,98.0,38.0,120.0,44.8,0,0.3569119363516705,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22.09072203437452
75,7,2,0,0,0,0,0,108.0,27.0,111.0,29.0,0,0.3126322660794467,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.69180601295413
84,37,2,0,0,0,0,0,89.0,28.0,120.0,37.4,0,0.2239131436956471,12.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33.24154027718932
86,14,2,0,0,0,0,0,96.0,46.0,120.0,42.8,0,0.3116498878113202,6.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24.73863375370596
90,23,2,0,1,0,0,0,113.0,38.0,120.0,38.9,1,0.9869259311327816,2.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.280109889280518
93,42,2,0,1,0,0,0,112.0,32.0,120.0,45.4,0,0.519146114246523,8.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.31370849898476
96,45,2,0,1,0,1,0,115.0,42.0,120.0,36.6,1,1.2565644277105583,2.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.385164807134504
7,53,1,0,0,0,0,0,97.0,32.0,119.0,37.0,0,0.3086964656723968,8.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24.35159132377184
11,0,1,0,0,0,0,0,108.0,51.0,118.0,43.8,0,0.3679809361449843,11.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,16.278820596099706
13,14,1,0,1,0,0,0,109.0,55.0,120.0,46.0,0,0.260602391747341,15.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18.601075237738275
22,27,1,0,0,0,0,0,102.0,23.0,111.0,33.0,0,0.2366850144279974,17.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.75883680627989
23,1,1,0,0,0,0,0,114.0,48.0,114.0,41.0,0,0.5191461142465229,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.0
23,2,1,0,1,0,0,0,116.0,35.0,120.0,35.4,0,0.9075933340888036,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.4031242374328485
25,46,1,0,0,0,0,0,100.0,51.0,118.0,38.5,0,0.3068262894065572,11.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,22.825424421026653
28,43,1,0,0,0,0,0,83.0,53.0,120.0,34.8,0,0.192083188878307,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,39.21734310225516
31,31,1,0,0,0,0,0,88.0,38.0,97.0,37.0,0,0.2477667599916521,2.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,32.0624390837628
42,40,1,0,0,0,0,0,105.0,48.0,107.0,46.0,0,0.4141385504762116,8.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17.0
45,54,1,0,0,0,0,0,88.0,37.0,95.0,38.0,0,0.2465975331280063,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,32.14031735997639
45,51,2,0,0,1,0,0,114.0,48.0,117.0,42.8,0,0.5191461142465229,8.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.0
55,15,2,1,0,0,0,0,92.0,19.0,120.0,32.5,0,0.1831996719256392,21.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35.0
67,31,2,0,0,0,0,0,94.0,50.0,107.0,46.0,0,0.2671425208656953,10.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,27.85677655436824
69,35,2,0,0,0,0,0,108.0,49.0,112.0,46.0,0,0.4305857308209769,9.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.0
71,51,2,0,1,0,0,0,98.0,62.0,118.0,41.1,0,0.1828098843796032,22.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,31.11269837220809
80,52,2,0,0,0,0,0,105.0,52.0,107.0,49.0,0,0.3276877195789739,12.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.209372712298546
82,30,2,0,1,0,0,0,99.0,34.0,118.0,42.8,0,0.3494675035583425,6.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21.840329667841555
82,50,2,1,0,0,0,0,112.0,44.0,120.0,46.7,0,0.7853981633974483,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.94427190999916
84,16,2,0,0,0,0,0,112.0,36.0,113.0,36.0,0,0.7853981633974483,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.94427190999916
87,46,2,0,0,0,0,0,98.0,21.0,119.0,44.4,0,0.2091978352456301,19.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,29.068883707497267
87,48,2,0,0,0,0,0,110.0,38.0,113.0,36.0,0,0.7378150601204649,2.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10.198039027185567
88,59,2,1,0,0,0,0,113.0,37.0,119.0,43.6,1,0.9272952180016122,3.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.615773105863909
94,45,2,0,1,0,0,0,104.0,56.0,113.0,46.0,0,0.2525542757780595,16.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,22.62741699796952
7,8,1,0,0,0,0,0,112.0,41.0,89.0,41.0,0,0.9173699856141346,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.06225774829855
11,34,1,0,0,0,0,0,107.0,45.0,120.0,34.4,0,0.528772772335192,5.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13.92838827718412
16,21,1,1,0,0,0,0,111.0,49.0,120.0,44.0,0,0.4581531587975896,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.727922061357855
21,12,1,0,0,0,0,0,109.0,51.0,112.0,46.0,0,0.3713182742692071,11.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15.556349186104043
21,14,1,0,1,0,0,0,111.0,49.0,112.0,48.0,0,0.4581531587975896,9.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12.727922061357855
21,18,1,0,0,0,0,0,98.0,49.0,108.0,46.0,0,0.3102315904986285,9.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,23.769728648009423
22,15,1,1,0,0,0,0,109.0,44.0,119.0,40.9,0,0.628796286415433,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.704699910719626
25,22,1,0,0,0,0,0,109.0,41.0,120.0,41.5,1,0.6928795422778015,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.04536101718726
27,9,1,0,1,0,0,0,105.0,42.0,119.0,39.1,0,0.513057909409039,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.132745950421556
30,50,1,0,0,0,0,0,87.0,41.0,120.0,40.3,0,0.2410313152078796,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,33.015148038438355
38,34,1,0,0,1,0,0,118.0,30.0,118.0,36.6,0,0.1798534997924783,10.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.198039027185567
42,31,1,1,0,0,0,0,108.0,26.0,120.0,41.9,0,0.2880554470506259,14.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18.43908891458577
44,18,1,0,0,0,0,0,94.0,48.0,98.0,50.0,0,0.2797584471752726,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,27.202941017470888
44,21,1,0,0,0,0,0,99.0,32.0,102.0,32.0,0,0.3309246089417521,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,22.47220505424423
49,58,2,1,0,0,0,0,100.0,28.0,120.0,40.9,0,0.2942345651111877,12.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,23.323807579381203
51,2,2,0,0,0,0,0,90.0,46.0,120.0,38.3,0,0.2551823906208184,6.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,30.59411708155671
51,47,2,0,0,0,0,0,110.0,47.0,111.0,49.0,0,0.5415244721965646,7.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.206555615733702
52,39,2,0,1,0,0,0,105.0,68.0,119.0,43.8,0,0.1202627554856046,28.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31.76476034853718
55,41,2,0,1,0,0,0,103.0,18.0,119.0,39.1,0,0.1777602361909575,22.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,27.80287754891569
57,39,2,0,1,0,0,0,96.0,46.0,108.0,34.0,0,0.3116498878113202,6.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24.73863375370596
57,42,2,1,0,0,0,1,104.0,36.0,118.0,37.2,0,0.4636476090008061,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.492422502470642
59,50,2,1,0,0,0,0,100.0,39.0,104.0,40.0,0,0.3938686107363613,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,20.024984394500787
60,58,2,0,1,0,0,0,104.0,38.0,113.0,39.0,0,0.4831256648173336,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.1245154965971
61,25,2,1,0,0,0,0,101.0,58.0,120.0,36.6,0,0.2234119933102538,18.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26.1725046566048
65,24,2,0,0,0,0,0,111.0,32.0,120.0,38.3,1,0.5090708884223831,8.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12.041594578792296
69,6,2,0,0,0,0,1,99.0,40.0,119.0,37.6,0,0.3764430106095415,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.0
73,2,2,0,0,0,0,0,88.0,52.0,103.0,45.0,0,0.2186689458739419,12.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,34.17601498127012
81,40,2,0,0,0,0,0,95.0,49.0,97.0,48.0,0,0.2821237321427154,9.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,26.570660511172846
87,43,2,0,0,0,0,0,94.0,40.0,120.0,42.4,0,0.3052986567905303,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26.0
91,34,2,0,1,0,0,0,96.0,47.0,120.0,37.4,0,0.305407284549927,7.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,25.0
92,6,2,0,0,0,0,0,97.0,54.0,120.0,36.2,1,0.2539188222851936,14.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26.92582403567252
1,50,1,1,0,0,0,0,101.0,30.0,106.0,32.0,0,0.3291478639854616,10.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21.470910553583888
7,19,1,0,0,0,0,0,93.0,31.0,102.0,31.0,0,0.265612526748237,9.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,28.46049894151541
12,7,1,0,0,0,0,0,110.0,34.0,120.0,35.0,0,0.5880026035475675,6.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11.6619037896906
14,11,1,0,0,0,0,0,119.0,53.0,120.0,44.8,0,0.0519013984581731,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13.038404810405298
