minute,second,period,team_name,player_name,position_name,x,y,end_x,end_y,body_part_name,technique_name,play_pattern_name,under_pressure,shot_first_time,shot_one_on_one,shot_open_goal,shot_deflected,shot_statsbomb_xg,outcome_name,season_name,goal,shot_distance,angle,centrality
12,51,1,Canada,Jonathan David,Center Forward,107.7,45.9,108.6,45.4,Left Foot,Normal,Regular Play,False,False,False,False,False,0.08619453,Blocked,2022,0,13.641847382227962,0.48056570530959214,5.899999999999999
15,30,1,Canada,David Junior Hoilett,Left Attacking Midfield,104.9,53.9,120.0,33.6,Left Foot,Normal,From Throw In,False,False,False,False,False,0.04071268,Off T,2022,0,20.523644900455665,0.2646701220987492,13.899999999999999
22,33,1,Belgium,Michy Batshuayi Tunga,Center Forward,112.3,50.2,112.9,49.5,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.04664896,Blocked,2022,0,12.780062597655776,0.3595808604880426,10.200000000000003
26,9,1,Canada,Atiba Hutchinson,Right Defensive Midfield,98.1,44.7,120.0,46.9,Right Foot,Normal,From Goal Kick,False,True,False,False,False,0.04634635,Off T,2022,0,22.398660674245686,0.3172094191546921,4.700000000000003
29,16,1,Canada,Alistair Johnston,Right Center Back,108.1,56.3,118.8,43.1,Right Foot,Normal,Regular Play,False,False,False,False,False,0.033541974,Saved,2022,0,20.181674856165927,0.2176373696947178,16.299999999999997
30,43,1,Canada,Jonathan David,Center Forward,104.4,37.5,109.6,38.0,Right Foot,Normal,From Throw In,False,False,False,False,False,0.08845105,Blocked,2022,0,15.799050604387588,0.4503000853832434,2.5
31,58,1,Canada,Jonathan David,Center Forward,111.1,34.1,120.0,33.2,Head,Normal,Regular Play,False,False,False,False,False,0.088843234,Off T,2022,0,10.678014796768176,0.5745716349560908,5.899999999999999
32,31,1,Belgium,Michy Batshuayi Tunga,Center Forward,111.8,51.3,120.0,49.5,Right Foot,Volley,From Goal Kick,False,True,False,False,False,0.08121458,Off T,2022,0,13.961733416735903,0.31933187864351253,11.299999999999997
43,32,1,Belgium,Michy Batshuayi Tunga,Center Forward,109.0,36.1,120.0,41.6,Left Foot,Half Volley,Regular Play,False,True,False,False,False,0.24992359,Goal,2022,1,11.670903992407785,0.5803182805818162,3.8999999999999986
46,53,1,Canada,Tajon Buchanan,Right Attacking Midfield,112.6,42.5,120.0,40.3,Left Foot,Half Volley,From Throw In,True,True,False,False,False,0.29588586,Off T,2022,0,7.810889834071409,0.849697744621846,2.5
48,51,1,Canada,Stephen Antunes Eustáquio,Left Defensive Midfield,100.5,38.5,109.6,40.7,Right Foot,Half Volley,From Corner,False,True,False,False,False,0.048581414,Blocked,2022,0,19.557607215607945,0.369005815660347,1.5
47,52,2,Canada,Jonathan David,Center Forward,111.7,36.9,120.0,34.1,Head,Normal,From Free Kick,True,False,False,False,False,0.120068476,Off T,2022,0,8.860022573334673,0.7508625106644639,3.1000000000000014
49,42,2,Canada,Stephen Antunes Eustáquio,Left Defensive Midfield,97.8,52.7,120.0,30.8,Right Foot,Normal,Regular Play,False,False,False,False,False,0.03604073,Off T,2022,0,25.57596527992639,0.2483841898196783,12.700000000000003
62,15,2,Canada,Tajon Buchanan,Left Wing Back,98.3,34.5,120.0,46.7,Right Foot,Normal,From Throw In,False,True,False,False,False,0.0587075,Off T,2022,0,22.386156436512277,0.31483829311482325,5.5
66,1,2,Canada,Richie Laryea,Right Wing Back,101.7,54.6,120.0,46.3,Right Foot,Normal,Regular Play,False,False,False,False,False,0.022910038,Off T,2022,0,23.4104677441524,0.24549332188059336,14.600000000000001
66,41,2,Belgium,Michy Batshuayi Tunga,Center Forward,103.9,43.0,105.0,42.9,Right Foot,Normal,From Goal Kick,False,True,False,False,False,0.0897183,Blocked,2022,0,16.377118183612154,0.43320126761356853,3.0
76,49,2,Canada,Jonathan David,Left Attacking Midfield,103.1,38.1,104.7,38.2,Left Foot,Normal,Regular Play,False,False,False,False,False,0.04574546,Blocked,2022,0,17.00646935727696,0.42160810861539616,1.8999999999999986
79,29,2,Canada,Cyle Larin,Right Attacking Midfield,108.2,44.1,118.5,38.4,Head,Normal,From Free Kick,False,False,False,False,False,0.07200206,Saved,2022,0,12.491997438360285,0.5444474505147451,4.100000000000001
84,35,2,Belgium,Leander Dendoncker,Right Center Back,112.5,43.5,120.0,39.5,Head,Normal,From Free Kick,True,False,False,False,False,0.08894938,Off T,2022,0,8.276472678623424,0.7835400580419725,3.5
85,9,2,Belgium,Kevin De Bruyne,Right Attacking Midfield,96.6,39.5,120.0,45.9,Right Foot,Normal,Regular Play,False,False,False,False,False,0.061057936,Off T,2022,0,23.40534127074417,0.31017032330411165,0.5
85,40,2,Canada,Cyle Larin,Right Center Forward,111.7,37.5,120.0,33.4,Head,Normal,From Goal Kick,True,False,False,False,False,0.111036494,Off T,2022,0,8.668333173107731,0.777329793399554,2.5
90,3,2,Belgium,Thomas Meunier,Right Wing Back,98.0,55.5,103.9,50.6,Right Foot,Normal,From Goal Kick,False,False,False,False,False,0.025805552,Blocked,2022,0,26.911893281595777,0.22278382563623017,15.5
90,51,2,Belgium,Kevin De Bruyne,Right Attacking Midfield,114.3,59.2,119.0,44.0,Right Foot,Normal,From Corner,False,False,False,False,False,0.009170555,Saved,2022,0,20.028230076569425,0.10719723901799516,19.200000000000003
91,22,2,Canada,Cyle Larin,Right Center Forward,111.1,36.1,111.9,36.3,Head,Normal,From Keeper,True,False,False,False,False,0.06675813,Blocked,2022,0,9.716995420396168,0.6772080627403838,3.8999999999999986
6,46,1,Poland,Robert Lewandowski,Center Forward,110.6,37.2,113.6,35.9,Head,Normal,From Corner,True,False,False,False,False,0.056964528,Blocked,2022,0,9.808159868191387,0.69334209811518,2.799999999999997
11,44,1,Mexico,Héctor Alfredo Moreno Herrera,Left Center Back,114.5,42.4,120.0,42.8,Head,Normal,From Corner,True,False,False,False,False,0.1766503,Off T,2022,0,6.000833275470998,1.059008029856471,2.3999999999999986
25,41,1,Mexico,Ernesto Alexis Vega Rojas,Left Wing,113.2,34.6,120.0,44.6,Head,Normal,From Free Kick,True,False,False,False,False,0.098180205,Off T,2022,0,8.68331733843696,0.6764348238465501,5.399999999999999
43,56,1,Mexico,Ernesto Alexis Vega Rojas,Left Wing,108.5,23.7,109.9,25.8,Left Foot,Volley,From Throw In,False,True,False,False,False,0.025630916,Blocked,2022,0,19.94843352245985,0.21550886280253934,16.3
44,18,1,Mexico,Jorge Eduardo Sánchez Ramos,Right Back,110.1,60.7,118.9,44.0,Right Foot,Normal,From Throw In,False,True,False,False,False,0.0069717234,Saved,2022,0,22.945587811167538,0.1403064217257033,20.700000000000003
46,1,1,Mexico,Luis Gerardo Chávez Magallón,Left Center Midfield,92.1,56.9,92.9,56.4,Left Foot,Normal,Regular Play,True,False,False,False,False,0.008207667,Blocked,2022,0,32.61931942882929,0.19199291696817433,16.9
51,45,2,Mexico,Hirving Rodrigo Lozano Bahena,Right Wing,93.9,25.2,117.7,39.7,Right Foot,Normal,From Corner,False,False,False,False,False,0.02413981,Saved,2022,0,30.00416637735499,0.21218384566717835,14.8
57,23,2,Poland,Robert Lewandowski,Center Forward,108.1,40.0,118.7,42.9,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Saved,2022,0,11.900000000000006,0.5967616520006676,0.0
57,26,2,Poland,Jakub Kamiński,Right Midfield,113.4,48.8,114.2,47.7,Right Foot,Normal,Other,False,True,False,False,False,0.10166888,Blocked,2022,0,10.999999999999995,0.42200364089924436,8.799999999999997
59,13,2,Mexico,Ernesto Alexis Vega Rojas,Left Wing,107.9,29.9,109.4,31.3,Right Foot,Normal,From Throw In,False,False,False,False,False,0.0609232,Blocked,2022,0,15.761345120261783,0.36040298240398905,10.100000000000001
63,24,2,Mexico,Henry Josué Martín Mex,Center Forward,106.7,35.1,117.2,40.0,Head,Normal,From Free Kick,False,False,True,False,False,0.06434309,Saved,2022,0,14.173919711921608,0.47890497092229156,4.899999999999999
65,55,2,Mexico,Ernesto Alexis Vega Rojas,Left Wing,102.7,60.6,120.0,45.5,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.009746956,Off T,2022,0,26.90074348414928,0.17644258320761275,20.6
79,46,2,Mexico,Ernesto Alexis Vega Rojas,Left Wing,93.0,24.5,120.0,49.1,Right Foot,Half Volley,From Throw In,False,True,False,False,False,0.014301864,Off T,2022,0,31.132780152116194,0.20389459873173255,15.5
81,21,2,Poland,Jakub Piotr Kiwior,Left Center Back,113.3,41.7,115.7,34.8,Head,Normal,From Corner,True,False,False,False,False,0.12449861,Wayward,2022,0,6.912307863514186,0.9593372515806807,1.7000000000000028
93,52,2,Poland,Jakub Kamiński,Right Midfield,109.4,24.8,117.1,34.8,Left Foot,Normal,Regular Play,True,True,False,False,False,0.04959144,Saved,2022,0,18.531055015837598,0.23092959816373704,15.2
95,25,2,Poland,Grzegorz Krychowiak,Right Defensive Midfield,90.9,48.7,120.0,35.0,Right Foot,Normal,Regular Play,False,False,False,False,False,0.02170277,Off T,2022,0,30.372685096974877,0.23015770828829382,8.700000000000003
95,53,2,Mexico,Carlos Uriel Antuna Romero,Right Wing,101.9,56.4,116.8,43.8,Left Foot,Normal,From Goal Kick,True,False,False,False,False,0.0400392,Saved,2022,0,24.424782496472712,0.22339892718982768,16.4
4,53,1,Portugal,Ricardo Jorge Luz Horta,Right Wing,113.6,47.0,120.0,40.6,Right Foot,Normal,From Goal Kick,False,True,False,False,False,0.29158956,Goal,2022,1,9.484724561103505,0.5491068922981701,7.0
14,4,1,Portugal,João Pedro Cavaco Cancelo,Left Back,117.5,20.6,119.4,36.0,Right Foot,Normal,From Throw In,False,False,False,False,False,0.010523141,Saved,2022,0,19.56041921841145,0.04952416923277814,19.4
15,21,1,South Korea,Heung-Min Son,Left Wing,108.5,21.6,109.4,23.2,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.011031977,Blocked,2022,0,21.698156603730187,0.18199799169561637,18.4
16,9,1,South Korea,Gue-Sung Cho,Center Forward,111.1,32.0,118.7,38.6,Head,Normal,From Corner,False,False,False,False,False,0.040536147,Saved,2022,0,11.967038062946072,0.4651304724535084,8.0
26,43,1,South Korea,Young-Gwon Kim,Left Center Back,116.7,38.0,120.0,42.0,Left Foot,Half Volley,From Corner,False,True,False,False,False,0.6242964,Goal,2022,1,3.858756276314945,1.509010522067101,2.0
30,18,1,South Korea,In-Beom Hwang,Right Center Midfield,98.2,31.4,99.7,31.9,Left Foot,Normal,From Free Kick,False,True,False,False,False,0.020656463,Blocked,2022,0,23.435016535091243,0.2894602826188211,8.600000000000001
33,57,1,Portugal,José Diogo Dalot Teixeira,Right Back,92.8,40.0,115.7,38.0,Left Foot,Normal,Regular Play,False,False,False,False,False,0.036435805,Saved,2022,0,27.200000000000003,0.2675108453813729,0.0
34,33,1,Portugal,Vitor Machado Ferreira,Left Center Midfield,91.6,45.7,118.7,41.6,Right Foot,Half Volley,From Corner,False,True,False,False,False,0.017112639,Saved,2022,0,28.96635979891157,0.24665864747203636,5.700000000000003
36,40,1,Portugal,Cristiano Ronaldo dos Santos Aveiro,Center Forward,110.6,56.3,112.4,52.9,Right Foot,Normal,From Free Kick,False,True,False,False,False,0.022429451,Blocked,2022,0,18.816216410320116,0.19930608075229528,16.299999999999997
39,55,1,South Korea,Heung-Min Son,Left Wing,94.6,44.2,118.7,39.4,Left Foot,Half Volley,From Throw In,False,False,False,False,False,0.024709688,Saved,2022,0,25.744902408049644,0.27884609472617833,4.200000000000003
40,32,1,Portugal,Matheus Luiz Nunes,Right Center Midfield,92.6,58.9,120.0,39.8,Right Foot,Normal,Regular Play,False,False,False,False,False,0.007849269,Off T,2022,0,33.28618331981004,0.18122787200685353,18.9
41,37,1,Portugal,Vitor Machado Ferreira,Left Center Midfield,97.8,46.9,118.7,40.1,Right Foot,Normal,From Throw In,False,False,False,False,False,0.03675865,Saved,2022,0,23.24758051927125,0.29907671876948516,6.899999999999999
41,39,1,Portugal,Cristiano Ronaldo dos Santos Aveiro,Center Forward,112.7,35.0,120.0,30.2,Head,Diving Header,From Throw In,False,False,True,False,False,0.28873095,Off T,2022,0,8.848163651289456,0.6888651868542495,5.0
43,40,1,Portugal,Ricardo Jorge Luz Horta,Right Wing,104.3,43.4,119.0,42.3,Left Foot,Normal,Regular Play,False,False,False,False,False,0.11468789,Saved,2022,0,16.063934760823702,0.4391480494368457,3.3999999999999986
46,15,1,Portugal,Ricardo Jorge Luz Horta,Right Wing,101.8,45.2,104.3,44.5,Right Foot,Normal,From Goal Kick,False,False,False,False,False,0.052517958,Blocked,2022,0,18.92828571212935,0.3686283098360284,5.200000000000003
55,33,2,South Korea,Heung-Min Son,Right Wing,104.5,54.7,105.5,53.6,Right Foot,Normal,Regular Play,False,True,False,False,False,0.023785131,Blocked,2022,0,21.362116000059547,0.25075802944730996,14.700000000000003
56,13,2,South Korea,Jae-Sung Lee,Left Wing,97.9,50.9,120.0,51.4,Left Foot,Volley,From Corner,False,True,False,False,False,0.021393217,Off T,2022,0,24.641834347304577,0.26596972174310063,10.899999999999999
65,35,2,South Korea,Heung-Min Son,Right Wing,98.1,47.1,118.8,42.4,Left Foot,Normal,From Goal Kick,False,False,False,False,True,0.039930075,Saved,2022,0,23.02216323458767,0.30087837103988035,7.100000000000001
66,30,2,South Korea,In-Beom Hwang,Right Center Midfield,98.4,35.1,116.6,39.6,Left Foot,Normal,Regular Play,False,False,False,False,False,0.100738145,Saved,2022,0,22.14881486671465,0.3199649893918554,4.899999999999999
69,50,2,South Korea,Heung-Min Son,Right Wing,111.1,52.8,113.5,49.9,Right Foot,Volley,From Free Kick,False,True,False,False,False,0.04621987,Blocked,2022,0,15.590060936378665,0.276416443732887,12.799999999999997
71,22,2,Portugal,Rafael Alexandre Conceição Leão,Left Wing,94.1,55.0,120.0,30.5,Right Foot,Normal,From Counter,False,False,False,False,False,0.029762346,Off T,2022,0,29.930085198675936,0.21163415456851847,15.0
73,25,2,South Korea,Kang-In Lee,Left Center Midfield,88.0,49.4,120.0,44.7,Left Foot,Normal,From Free Kick,False,False,False,False,False,0.023724081,Off T,2022,0,33.35206140555633,0.21000351773570594,9.399999999999999
80,14,2,Portugal,João Maria Lobo Alves Palhinha Gonçalves,Center Defensive Midfield,88.8,40.2,104.4,38.8,Right Foot,Normal,From Throw In,False,False,False,False,False,0.021024177,Blocked,2022,0,31.200641019056004,0.23353861539464515,0.20000000000000284
89,41,2,Portugal,João Pedro Cavaco Cancelo,Left Back,112.1,25.0,112.8,26.4,Left Foot,Normal,From Throw In,False,False,False,False,False,0.04430043,Blocked,2022,0,16.953170794869028,0.20798806233096334,15.0
90,28,2,South Korea,Hee-Chan Hwang,Left Midfield,108.3,44.6,120.0,38.6,Right Foot,Normal,From Counter,False,True,False,False,False,0.42196128,Goal,2022,1,12.571793825862724,0.5345603788225689,4.600000000000001
9,11,1,England,Marcus Rashford,Left Wing,104.0,39.5,106.8,39.7,Right Foot,Normal,From Throw In,False,True,False,False,False,0.28441095,Saved,2022,0,16.00781059358212,0.44935862063500176,0.5
14,3,1,England,Philip Foden,Right Wing,97.4,54.6,120.0,45.5,Left Foot,Normal,From Free Kick,False,False,False,False,False,0.02354375,Off T,2022,0,26.90576146478668,0.22875534186125435,14.600000000000001
17,59,1,England,Harry Maguire,Left Center Back,120.0,54.6,120.0,49.0,Head,Normal,From Free Kick,True,False,True,False,False,0.01084097,Off T,2022,0,14.600000000000001,0.0,14.600000000000001
23,3,1,England,Marcus Rashford,Left Wing,98.2,19.5,105.1,27.3,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.010357286,Blocked,2022,0,29.924738929521173,0.17897018014435773,20.5
37,12,1,England,Philip Foden,Right Wing,105.5,47.4,120.0,33.2,Left Foot,Normal,Regular Play,False,False,False,False,False,0.05725451,Off T,2022,0,16.279127740760558,0.3991876209310502,7.399999999999999
38,12,1,Wales,Joe Allen,Right Defensive Midfield,94.1,47.0,96.9,46.3,Right Foot,Normal,From Goal Kick,False,True,False,False,False,0.022615774,Blocked,2022,0,26.829275055431527,0.2622019580637181,7.0
38,38,1,England,Marcus Rashford,Left Wing,108.4,35.0,120.0,28.5,Right Foot,Overhead Kick,Regular Play,False,True,False,False,False,0.081256144,Off T,2022,0,12.631706139710497,0.5262830700889303,5.0
43,51,1,England,Harry Kane,Center Forward,101.5,35.7,102.2,35.8,Left Foot,Normal,From Free Kick,False,True,False,False,False,0.028181294,Blocked,2022,0,18.99315666233499,0.3717453276491558,4.299999999999997
47,16,1,England,Harry Kane,Center Forward,101.2,27.6,103.3,29.0,Right Foot,Normal,Regular Play,False,False,False,False,False,0.030065771,Blocked,2022,0,22.52110121641479,0.2717891150729852,12.399999999999999
47,55,1,England,John Stones,Right Center Back,112.8,55.4,119.4,39.9,Head,Normal,From Corner,True,False,False,False,False,0.006450981,Saved,2022,0,17.0,0.1889494194690331,15.399999999999999
49,36,1,Wales,Joe Allen,Right Defensive Midfield,100.7,51.3,120.0,34.8,Left Foot,Normal,From Throw In,False,False,False,False,False,0.04109325,Off T,2022,0,22.36470433517957,0.28246305549254264,11.299999999999997
49,17,2,England,Marcus Rashford,Right Wing,96.1,29.3,120.0,43.8,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.05780817,Goal,2022,1,26.185874054535592,0.25457543928491566,10.7
50,53,2,England,Philip Foden,Left Wing,114.5,34.1,120.0,38.7,Left Foot,Normal,Regular Play,False,True,False,False,False,0.44030064,Goal,2022,1,8.06597793203031,0.6619660399989009,5.899999999999999
55,7,2,Wales,Kieffer Roberto Francisco Moore,Center Forward,90.1,22.3,117.7,38.7,Right Foot,Normal,From Counter,False,False,False,False,True,0.00753591,Saved,2022,0,34.74622281630048,0.1813080458932796,17.7
67,40,2,England,Marcus Rashford,Right Wing,109.9,50.3,120.0,41.4,Left Foot,Normal,From Throw In,False,False,False,False,False,0.096602984,Goal,2022,1,14.425671561490642,0.3628971340096291,10.299999999999997
71,21,2,England,Marcus Rashford,Right Wing,110.3,52.4,117.1,45.5,Right Foot,Normal,Regular Play,False,True,False,False,False,0.13184288,Saved,2022,0,15.743252522906442,0.2940674058708841,12.399999999999999
72,29,2,Wales,Brennan Johnson,Right Wing,104.5,57.3,106.2,55.6,Right Foot,Normal,From Keeper,False,False,False,False,False,0.02192258,Blocked,2022,0,23.228000344411914,0.21239183736192868,17.299999999999997
76,38,2,England,Jude Bellingham,Left Center Midfield,104.3,32.8,115.0,39.5,Right Foot,Normal,From Counter,False,True,False,False,False,0.25030845,Saved,2022,0,17.27223205031707,0.38337801779366215,7.200000000000003
76,40,2,England,Jude Bellingham,Left Center Midfield,112.7,29.3,115.4,39.9,Left Foot,Normal,From Counter,False,True,False,False,False,0.24362406,Wayward,2022,0,12.952991932368365,0.3332168033933669,10.7
76,41,2,England,Philip Foden,Left Wing,116.1,39.5,120.0,33.8,Left Foot,Half Volley,From Counter,False,True,False,False,False,0.6100251,Off T,2022,0,3.9319206502675055,1.4986086830945569,0.5
82,59,2,Wales,Harry Wilson,Left Wing,92.6,52.6,100.0,49.8,Left Foot,Normal,From Free Kick,False,False,False,False,False,0.031328887,Blocked,2022,0,30.15824928605771,0.2201882940616003,12.600000000000001
83,41,2,Wales,Rubin Colwill,Right Defensive Midfield,98.3,26.1,120.0,40.7,Right Foot,Normal,From Throw In,False,True,False,False,False,0.025066664,Off T,2022,0,25.77013775671368,0.23942829352532874,13.899999999999999
86,15,2,Wales,Kieffer Roberto Francisco Moore,Center Forward,102.1,34.6,120.0,46.0,Right Foot,Normal,Regular Play,False,False,False,False,False,0.058446433,Off T,2022,0,18.69679116854013,0.3716494611502519,5.399999999999999
90,53,2,England,John Stones,Right Center Back,114.4,43.9,120.0,42.4,Left Foot,Half Volley,From Corner,True,True,False,False,False,0.45507616,Post,2022,0,6.824221567329121,0.8904165959874764,3.8999999999999986
93,25,2,England,Philip Foden,Right Wing,111.0,48.5,112.1,47.2,Left Foot,Normal,From Free Kick,False,True,False,False,False,0.09753507,Blocked,2022,0,12.379418403139947,0.4402298353031905,8.5
6,3,1,Spain,Sergio Busquets i Burgos,Center Defensive Midfield,97.0,46.1,120.0,33.7,Left Foot,Normal,Regular Play,False,False,False,False,False,0.03268242,Off T,2022,0,23.795167576632025,0.2956264812333026,6.100000000000001
7,12,1,Japan,Junya Ito,Right Wing Back,114.0,53.5,120.0,44.4,Right Foot,Normal,Regular Play,False,False,False,False,False,0.04214545,Off T,2022,0,14.773286702694158,0.2111989430229433,13.5
8,52,1,Spain,Álvaro Borja Morata Martín,Center Forward,109.9,35.6,119.1,39.4,Head,Normal,From Corner,False,False,False,False,False,0.06376064,Saved,2022,0,11.016805344563362,0.6003956923011811,4.399999999999999
11,0,1,Spain,Álvaro Borja Morata Martín,Center Forward,115.3,38.3,120.0,40.3,Head,Normal,Regular Play,True,False,False,False,False,0.33106714,Goal,2022,1,4.997999599839924,1.2460038745431499,1.7000000000000028
22,34,1,Spain,Álvaro Borja Morata Martín,Center Forward,104.7,51.6,116.4,43.1,Right Foot,Normal,Regular Play,False,True,False,False,False,0.10093839,Saved,2022,0,19.200260414900626,0.3053934911659006,11.600000000000001
35,50,1,Japan,Daichi Kamada,Left Wing,107.0,54.5,108.9,52.7,Right Foot,Normal,Regular Play,False,False,False,False,False,0.03356069,Blocked,2022,0,19.474342094150447,0.2544649771081958,14.5
41,54,1,Spain,Daniel Olmo Carvajal,Left Wing,102.8,35.2,103.7,35.5,Right Foot,Normal,From Goal Kick,False,False,False,False,False,0.10385344,Blocked,2022,0,17.857211428439772,0.39093253213122053,4.799999999999997
47,48,2,Japan,Ritsu Doan,Right Wing,100.5,55.8,120.0,42.2,Left Foot,Normal,Regular Play,False,False,False,False,False,0.027777622,Goal,2022,1,25.09760944791356,0.22752572894489287,15.799999999999997
50,14,2,Japan,Ao Tanaka,Right Defensive Midfield,118.7,40.2,120.0,40.6,Other,Normal,From Free Kick,False,False,False,True,False,0.87261814,Goal,2022,1,1.3152946437965882,2.4573325367063052,0.20000000000000284
69,50,2,Japan,Takuma Asano,Center Forward,100.5,36.3,120.0,51.9,Right Foot,Normal,From Counter,False,True,False,False,False,0.13121767,Off T,2022,0,19.84792180556947,0.3588532602744825,3.700000000000003
73,12,2,Spain,Marco Asensio Willemsen,Center Forward,104.8,23.5,106.1,24.6,Left Foot,Normal,From Throw In,False,False,False,False,False,0.016301522,Blocked,2022,0,22.43412579085711,0.22332978620699484,16.5
79,18,2,Spain,Daniel Olmo Carvajal,Right Center Midfield,86.3,46.3,101.1,45.1,Right Foot,Normal,From Throw In,False,False,False,False,False,0.01649772,Blocked,2022,0,34.283815423607685,0.20918967155421303,6.299999999999997
82,21,2,Japan,Ko Itakura,Right Center Back,104.0,39.0,118.7,38.5,Head,Normal,From Free Kick,False,False,True,False,False,0.0504811,Saved,2022,0,16.0312195418814,0.4481533108517185,1.0
84,30,2,Spain,Marco Asensio Willemsen,Right Wing,96.8,52.1,98.2,51.5,Left Foot,Normal,Regular Play,False,False,False,False,False,0.02842248,Blocked,2022,0,26.165817395984405,0.24779548446341165,12.100000000000001
88,28,2,Spain,Jordi Alba Ramos,Left Back,97.9,27.0,100.8,29.1,Right Foot,Normal,From Throw In,False,False,False,False,False,0.0241939,Blocked,2022,0,25.64000780031082,0.2461013037429045,13.0
88,49,2,Spain,Marco Asensio Willemsen,Right Wing,94.8,61.9,118.3,39.3,Left Foot,Normal,From Throw In,False,False,False,False,False,0.007735879,Saved,2022,0,33.38637446623997,0.16596281266109247,21.9
89,8,2,Spain,Daniel Olmo Carvajal,Right Center Midfield,111.0,52.0,117.7,43.7,Right Foot,Normal,From Throw In,False,True,False,False,False,0.12373556,Saved,2022,0,15.0,0.30182378524702536,12.0
95,29,2,Spain,Daniel Olmo Carvajal,Right Center Midfield,94.2,57.0,120.0,29.9,Right Foot,Normal,From Throw In,False,False,False,False,False,0.008523117,Off T,2022,0,30.897249068485042,0.198015692891861,17.0
2,2,1,Tunisia,Youssef Msakni,Left Wing,92.6,52.0,101.1,47.5,Right Foot,Normal,From Goal Kick,False,False,False,False,False,0.023819994,Blocked,2022,0,29.912539176739916,0.2237548358141378,12.0
4,10,1,Tunisia,Issam Jebali,Center Forward,114.0,54.8,114.6,53.3,Left Foot,Normal,Regular Play,False,False,False,False,False,0.014059674,Blocked,2022,0,15.9699718221417,0.17979202695881402,14.799999999999997
10,46,1,Tunisia,Mohamed Dräger,Right Wing Back,93.4,44.5,98.1,43.9,Right Foot,Normal,From Throw In,False,False,False,False,False,0.033114884,Blocked,2022,0,26.977953962448666,0.26608489872240115,4.5
11,47,1,Tunisia,Youssef Msakni,Left Wing,114.7,29.6,120.0,43.4,Head,Normal,From Corner,False,False,False,False,False,0.04366076,Off T,2022,0,11.67261752992875,0.3058779364648344,10.399999999999999
22,5,1,Denmark,Kasper Dolberg,Left Center Forward,115.3,32.5,116.0,33.8,Right Foot,Volley,From Corner,False,True,False,False,False,0.124032564,Blocked,2022,0,8.850988645343527,0.4871598262719956,7.5
22,9,1,Denmark,Joachim Andersen,Right Center Back,99.7,30.3,119.3,36.5,Left Foot,Half Volley,From Corner,False,True,False,False,False,0.02765422,Saved,2022,0,22.498444390668432,0.29287237241826347,9.7
32,58,1,Denmark,Pierre-Emile Højbjerg,Right Center Midfield,95.4,19.0,117.8,38.9,Right Foot,Normal,From Corner,False,False,False,False,False,0.008709067,Saved,2022,0,32.34439673266453,0.172623864125798,21.0
38,12,1,Tunisia,Yassine Meriah,Center Back,111.4,49.3,112.2,48.5,Right Foot,Half Volley,From Corner,False,True,False,False,False,0.046073906,Blocked,2022,0,12.666885963013952,0.4044820137580514,9.299999999999997
38,14,1,Tunisia,Aïssa Bilal Laïdouni,Left Defensive Midfield,115.0,52.2,120.0,44.7,Right Foot,Normal,From Corner,False,True,False,False,False,0.06712157,Off T,2022,0,13.18483977907961,0.22427869604743167,12.200000000000003
42,0,1,Tunisia,Issam Jebali,Center Forward,112.0,44.9,114.6,43.4,Right Foot,Lob,From Throw In,False,False,True,False,False,0.4656446,Saved,2022,0,9.381364506296512,0.6654254069713947,4.899999999999999
42,47,1,Tunisia,Ellyes Joris Skhiri,Right Defensive Midfield,99.8,40.9,120.0,39.9,Left Foot,Half Volley,From Corner,False,True,False,False,False,0.059586592,Off T,2022,0,20.220039564748635,0.35781392461646744,0.8999999999999986
45,11,2,Tunisia,Issam Jebali,Center Forward,112.1,47.5,112.6,44.6,Head,Normal,From Kick Off,True,False,False,False,False,0.11338296,Wayward,2022,0,10.893117092916981,0.5023513447796426,7.5
45,45,2,Tunisia,Youssef Msakni,Left Wing,114.7,48.7,120.0,45.8,Right Foot,Volley,From Corner,False,True,False,False,False,0.07208876,Off T,2022,0,10.187246929372039,0.40545087293439663,8.700000000000003
50,57,2,Tunisia,Mohamed Dräger,Right Wing Back,92.2,49.3,100.0,46.8,Right Foot,Normal,From Corner,False,False,False,False,False,0.020917216,Blocked,2022,0,29.31433096626972,0.23607220240090196,9.299999999999997
52,1,2,Tunisia,Ellyes Joris Skhiri,Right Defensive Midfield,99.5,39.6,111.3,39.7,Right Foot,Volley,From Corner,False,True,False,False,False,0.041405495,Blocked,2022,0,20.503902067655318,0.3532225452832409,0.3999999999999986
52,2,2,Tunisia,Dylan Daniel Mahmoud Bronn,Right Center Back,103.9,36.4,106.3,37.0,Right Foot,Half Volley,From Corner,False,False,False,False,False,0.059058707,Blocked,2022,0,16.497575579460147,0.42735513014758325,3.6000000000000014
56,32,2,Denmark,Kasper Dolberg,Center Forward,117.0,35.0,117.7,52.6,Head,Normal,From Throw In,False,False,False,False,False,0.25651878,Wayward,2022,0,5.830951894845301,0.8172356131560796,5.0
