minute,second,period,team_name,player_name,position_name,x,y,end_x,end_y,body_part_name,technique_name,play_pattern_name,under_pressure,shot_first_time,shot_one_on_one,shot_open_goal,shot_deflected,shot_statsbomb_xg,outcome_name,season_name,goal,shot_distance,angle,centrality
45,23,2,Brazil,Raphael Dias Belloli,Right Wing,104.3,51.7,116.5,41.4,Left Foot,Normal,From Kick Off,False,False,False,False,True,0.04634087,Saved,2022,0,19.580091930325562,0.30116984622595294,11.700000000000003
46,16,2,South Korea,Heung-Min Son,Left Midfield,105.3,27.9,112.9,34.9,Right Foot,Normal,Regular Play,False,False,False,False,False,0.1490943,Saved,2022,0,19.039432764659775,0.29898887139772334,12.100000000000001
53,52,2,Brazil,Raphael Dias Belloli,Right Wing,110.4,50.6,118.0,41.4,Left Foot,Normal,From Throw In,False,False,False,False,False,0.080992505,Saved,2022,0,14.301048912579802,0.35233488838445637,10.600000000000001
53,59,2,Brazil,Vinícius José Paixão de Oliveira Júnior,Left Wing,110.4,26.8,120.0,32.5,Right Foot,Normal,From Throw In,True,False,False,False,False,0.05640157,Off T,2022,0,16.32176461048253,0.2709211645649686,13.2
57,0,2,Brazil,Raphael Dias Belloli,Right Wing,91.0,34.0,100.8,34.8,Left Foot,Normal,From Free Kick,False,False,False,False,False,0.04321825,Blocked,2022,0,29.614185789921695,0.24102842609070096,6.0
61,39,2,Brazil,Raphael Dias Belloli,Right Wing,114.6,51.1,117.9,44.1,Right Foot,Normal,Regular Play,False,False,True,False,False,0.16284284,Saved,2022,0,12.343824366864594,0.2771086455635857,11.100000000000001
67,34,2,South Korea,Hee-Chan Hwang,Right Midfield,106.8,51.7,116.4,42.1,Right Foot,Half Volley,Regular Play,False,True,False,False,False,0.04724954,Saved,2022,0,17.638877515306923,0.31380751681574437,11.700000000000003
75,47,2,South Korea,Seung-Ho Paik,Right Center Midfield,93.7,39.8,120.0,43.4,Left Foot,Half Volley,From Free Kick,False,False,False,False,False,0.023081098,Goal,2022,1,26.300760445279902,0.27653536271187495,0.20000000000000284
88,28,2,Brazil,Daniel Alves da Silva,Right Back,111.1,53.1,116.2,45.0,Right Foot,Overhead Kick,From Free Kick,False,True,False,False,False,0.027839905,Blocked,2022,0,15.837297749300546,0.2678033929825725,13.100000000000001
89,3,2,Brazil,Gleison Bremer Silva Nascimento,Left Back,116.1,41.0,116.7,40.3,Head,Normal,From Corner,False,False,False,False,False,0.34439024,Saved,2022,0,4.026164427839484,1.4725290186779072,1.0
89,49,2,South Korea,Hee-Chan Hwang,Right Midfield,112.9,53.6,120.0,45.9,Right Foot,Half Volley,From Goal Kick,False,False,True,False,False,0.058088522,Off T,2022,0,15.341773039645709,0.2299921741431067,13.600000000000001
92,41,2,Brazil,Daniel Alves da Silva,Right Back,88.4,46.1,120.0,32.4,Right Foot,Normal,From Throw In,False,False,False,False,False,0.027316706,Off T,2022,0,32.18338080438411,0.22250369782824692,6.100000000000001
3,12,1,France,Raphaël Varane,Right Center Back,114.3,40.0,120.0,47.8,Head,Normal,From Corner,True,False,False,False,False,0.1462742,Off T,2022,0,5.700000000000003,1.1416105638124483,0.0
10,1,1,France,Ousmane Dembélé,Right Wing,116.0,51.8,116.3,50.9,Right Foot,Normal,From Corner,False,False,False,False,False,0.040392082,Blocked,2022,0,12.459534501738013,0.20356418527908016,11.799999999999997
12,5,1,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,87.8,30.9,117.7,37.0,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.017185243,Saved,2022,0,33.46117152760794,0.209925838781268,9.100000000000001
16,5,1,France,Ousmane Dembélé,Right Wing,99.2,46.7,114.6,41.5,Left Foot,Normal,From Free Kick,False,False,False,False,False,0.07651916,Saved,2022,0,21.8524598157736,0.3169816421625349,6.700000000000003
20,9,1,Poland,Robert Lewandowski,Center Forward,92.5,43.3,120.0,45.8,Left Foot,Normal,Regular Play,False,False,False,False,False,0.03323787,Off T,2022,0,27.69729228643118,0.2609757930457423,3.299999999999997
21,22,1,France,Jules Koundé,Right Back,94.5,56.1,117.2,41.1,Right Foot,Normal,From Goal Kick,False,False,False,False,False,0.01624438,Saved,2022,0,30.157254516948324,0.2053739085838342,16.1
24,4,1,Poland,Przemysław Frankowski,Left Midfield,109.5,24.7,111.8,28.0,Right Foot,Normal,Regular Play,False,True,False,False,False,0.043646414,Blocked,2022,0,18.55640051303054,0.22819902361034994,15.3
32,21,1,Poland,Robert Lewandowski,Center Forward,94.8,26.6,103.6,31.1,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.042642463,Blocked,2022,0,28.54119829299394,0.22629003462652325,13.399999999999999
33,57,1,Poland,Matty Cash,Right Back,99.1,56.2,120.0,6.9,Right Foot,Normal,Regular Play,False,True,False,False,False,0.023505978,Wayward,2022,0,26.44333564435471,0.2194689869957025,16.200000000000003
34,52,1,France,Kylian Mbappé Lottin,Left Wing,111.5,24.9,118.8,35.5,Left Foot,Normal,From Goal Kick,False,False,False,False,False,0.047962468,Saved,2022,0,17.328012003689288,0.21358854452288467,15.100000000000001
35,31,1,France,Olivier Giroud,Center Forward,105.2,44.5,117.8,45.2,Left Foot,Half Volley,From Corner,False,True,False,False,False,0.046657436,Wayward,2022,0,15.469001260585634,0.4471841944912266,4.5
37,8,1,Poland,Piotr Zieliński,Right Center Midfield,106.6,41.6,117.2,41.4,Right Foot,Normal,From Throw In,False,True,False,False,False,0.13905574,Saved,2022,0,13.495184326269877,0.5265936886303336,1.6000000000000014
37,9,1,Poland,Piotr Zieliński,Right Center Midfield,111.4,43.9,115.5,42.7,Left Foot,Half Volley,From Throw In,False,True,False,False,False,0.2098723,Blocked,2022,0,9.442986815621417,0.6932306215669808,3.8999999999999986
37,10,1,Poland,Jakub Kamiński,Right Midfield,114.1,50.5,119.0,40.8,Right Foot,Half Volley,From Throw In,False,True,False,False,False,0.07224382,Blocked,2022,0,12.044085685513869,0.31695714036349987,10.5
43,28,1,France,Olivier Giroud,Center Forward,105.6,32.3,120.0,43.2,Left Foot,Normal,From Throw In,False,False,False,False,False,0.28635955,Goal,2022,1,16.3294213002176,0.39440526324316194,7.700000000000003
45,24,1,Poland,Jakub Kamiński,Right Midfield,108.8,51.7,110.0,50.6,Right Foot,Half Volley,From Throw In,False,False,False,False,False,0.03898995,Blocked,2022,0,16.196604582442585,0.31815205875531616,11.700000000000003
47,38,2,France,Antoine Griezmann,Center Attacking Midfield,106.9,63.2,118.9,42.5,Left Foot,Normal,From Free Kick,False,False,False,False,False,0.008752431,Saved,2022,0,26.64301034042512,0.13682567768286535,23.200000000000003
47,41,2,France,Theo Bernard François Hernández,Left Back,98.0,38.5,120.0,60.5,Right Foot,Volley,From Free Kick,False,True,False,False,False,0.032634486,Off T,2022,0,22.051077071199945,0.3282493102114363,1.5
55,53,2,France,Kylian Mbappé Lottin,Left Wing,102.0,26.7,105.0,28.3,Right Foot,Normal,From Throw In,False,False,False,False,False,0.02943752,Blocked,2022,0,22.380571931923456,0.26397281693362457,13.3
62,41,2,France,Kylian Mbappé Lottin,Left Wing,110.2,26.3,110.6,53.7,Right Foot,Normal,Regular Play,False,True,False,False,False,0.054253228,Wayward,2022,0,16.84428686528462,0.2593822982017344,13.7
65,8,2,France,Olivier Giroud,Center Forward,115.8,46.8,120.0,44.8,Left Foot,Volley,Regular Play,True,True,False,False,False,0.12365263,Off T,2022,0,7.992496481075233,0.5469964363154458,6.799999999999997
70,58,2,Poland,Kamil Glik,Right Center Back,114.0,32.0,120.0,41.8,Head,Normal,From Free Kick,True,False,False,False,False,0.041239407,Off T,2022,0,10.0,0.46933817912629106,8.0
73,56,2,France,Kylian Mbappé Lottin,Left Wing,104.8,28.6,120.0,37.3,Right Foot,Normal,Regular Play,False,False,False,False,False,0.08738103,Goal,2022,1,19.0,0.30978277567772344,11.399999999999999
80,58,2,France,Theo Bernard François Hernández,Left Back,105.0,33.4,120.0,44.9,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.069959894,Off T,2022,0,16.387800340497197,0.40636033895069434,6.600000000000001
90,5,2,France,Kylian Mbappé Lottin,Center Forward,106.2,25.2,120.0,42.6,Right Foot,Normal,Regular Play,False,False,False,False,False,0.042708755,Goal,2022,1,20.23561217260303,0.24971330182476226,14.8
91,50,2,Poland,Robert Lewandowski,Center Forward,105.6,48.7,120.0,28.0,Right Foot,Half Volley,From Kick Off,True,True,False,False,False,0.061160102,Wayward,2022,0,16.82408987137195,0.37263732368963515,8.700000000000003
93,41,2,Poland,Robert Lewandowski,Center Forward,113.0,40.0,113.9,39.6,Head,Normal,Regular Play,True,False,False,False,False,0.10443308,Blocked,2022,0,7.0,0.9635313430737249,0.0
98,36,2,Poland,Robert Lewandowski,Center Forward,108.0,40.0,120.0,37.4,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,12.0,0.5920752289498055,0.0
2,10,1,United States,Christian Pulisic,Left Wing,107.1,34.9,114.1,38.0,Left Foot,Half Volley,From Throw In,False,True,False,False,False,0.3196895,Saved,2022,0,13.871553626036276,0.4853725973194866,5.100000000000001
9,31,1,Netherlands,Memphis Depay,Left Center Forward,104.9,43.7,120.0,36.4,Right Foot,Normal,Regular Play,False,True,False,False,False,0.16183718,Goal,2022,1,15.546703830716009,0.45088180783909776,3.700000000000003
17,4,1,Netherlands,Daley Blind,Left Wing Back,103.6,30.6,120.0,34.8,Left Foot,Normal,Regular Play,False,True,False,False,False,0.07337185,Off T,2022,0,18.902909828912588,0.335831323219968,9.399999999999999
20,20,1,Netherlands,Memphis Depay,Left Center Forward,106.1,62.1,120.0,30.5,Right Foot,Half Volley,From Free Kick,False,True,False,False,False,0.008920797,Off T,2022,0,26.107853224652544,0.1511055543559614,22.1
42,7,1,United States,Timothy Weah,Right Wing,97.5,53.3,118.3,43.5,Right Foot,Half Volley,Regular Play,False,False,False,False,False,0.028368456,Saved,2022,0,26.13694702906213,0.24113000392472816,13.299999999999997
43,58,1,United States,Sergino Dest,Right Back,105.2,46.2,107.3,44.9,Right Foot,Normal,Regular Play,False,False,False,False,False,0.07418261,Blocked,2022,0,16.04618334682737,0.4177248816142227,6.200000000000003
45,36,1,Netherlands,Daley Blind,Left Wing Back,107.6,38.5,120.0,37.7,Right Foot,Normal,From Throw In,False,True,False,False,False,0.2502288,Goal,2022,1,12.49039631076613,0.566796001109743,1.5
48,45,2,United States,Weston McKennie,Right Center Midfield,109.1,36.5,113.5,36.2,Head,Normal,From Corner,True,False,False,False,False,0.03899759,Wayward,2022,0,11.448143954370948,0.5958749389140807,3.5
48,46,2,United States,Tim Ream,Left Center Back,116.5,37.1,118.0,37.9,Left Foot,Half Volley,From Corner,False,False,False,False,False,0.2582279,Saved,2022,0,4.545327270945403,1.2945042083385787,2.8999999999999986
48,55,2,United States,Weston McKennie,Right Center Midfield,108.4,37.0,115.2,39.9,Head,Normal,From Corner,True,False,False,False,False,0.06857926,Wayward,2022,0,11.981652640600121,0.5780214459568607,3.0
50,49,2,United States,Sergino Dest,Right Back,100.9,57.3,117.0,0.1,Left Foot,Normal,From Free Kick,False,False,False,False,False,0.01609117,Wayward,2022,0,25.770137756713673,0.21164476940282428,17.299999999999997
52,0,2,United States,Christian Pulisic,Left Wing,98.4,27.3,116.4,38.1,Right Foot,Normal,From Throw In,False,False,False,False,False,0.040512722,Saved,2022,0,25.0569351677335,0.2518570272191857,12.7
53,0,2,United States,Weston McKennie,Right Center Midfield,102.1,35.0,120.0,41.3,Left Foot,Half Volley,Regular Play,False,False,False,False,False,0.053084504,Off T,2022,0,18.585209172888,0.3758819521850578,5.0
60,39,2,Netherlands,Cody Mathès Gakpo,Center Attacking Midfield,100.0,50.7,105.1,47.7,Left Foot,Normal,Regular Play,False,False,False,False,False,0.053106464,Blocked,2022,0,22.68237200999931,0.28424918312888253,10.700000000000003
60,42,2,Netherlands,Memphis Depay,Left Center Forward,98.6,47.0,117.2,40.1,Right Foot,Normal,Regular Play,False,True,False,False,False,0.046333984,Saved,2022,0,22.515772249692,0.30732548426130524,7.0
62,41,2,United States,Timothy Weah,Right Wing,99.1,51.0,108.2,44.7,Left Foot,Normal,Regular Play,False,False,False,False,False,0.04334448,Blocked,2022,0,23.61800160894228,0.2739486211113006,11.0
70,10,2,Netherlands,Virgil van Dijk,Center Back,111.8,41.3,120.0,43.4,Head,Normal,From Corner,True,False,False,False,False,0.08036702,Off T,2022,0,8.30240928887513,0.8242299846672243,1.2999999999999972
70,52,2,Netherlands,Teun Koopmeiners,Right Defensive Midfield,94.5,37.8,117.8,37.7,Left Foot,Normal,Regular Play,False,False,False,False,False,0.04472613,Saved,2022,0,25.59472601924076,0.28307461483841495,2.200000000000003
70,54,2,Netherlands,Memphis Depay,Left Center Forward,113.1,34.4,117.2,37.3,Head,Diving Header,Regular Play,False,False,True,False,False,0.27671057,Saved,2022,0,8.886506625215564,0.6563291216256781,5.600000000000001
73,13,2,United States,Giovanni Reyna,Right Wing,98.9,49.9,120.0,18.8,Left Foot,Normal,Regular Play,False,False,False,False,False,0.042619057,Off T,2022,0,23.30708046924796,0.2836547450703626,9.899999999999999
74,14,2,United States,Haji Wright,Center Forward,115.2,55.6,118.9,44.3,Right Foot,Normal,Regular Play,False,False,False,False,False,0.046546377,Blocked,2022,0,16.321764610482532,0.13799245168496177,15.600000000000001
75,20,2,United States,Haji Wright,Center Forward,115.1,45.2,120.0,37.0,Right Foot,Normal,From Corner,False,True,False,False,False,0.3636808,Goal,2022,1,7.1449282711585065,0.7611055861170442,5.200000000000003
77,21,2,Netherlands,Steven Bergwijn,Right Center Forward,109.5,32.8,120.0,34.6,Right Foot,Normal,Regular Play,False,True,False,False,False,0.25042096,Off T,2022,0,12.731457104353767,0.47707530189625397,7.200000000000003
78,7,2,United States,Christian Pulisic,Left Wing,99.5,25.3,117.3,37.6,Left Foot,Normal,From Goal Kick,False,False,False,False,False,0.031073315,Saved,2022,0,25.225780463644725,0.23638470525286548,14.7
80,28,2,Netherlands,Denzel Dumfries,Right Wing Back,113.5,44.3,120.0,36.7,Left Foot,Volley,From Keeper,False,True,False,False,False,0.23592436,Goal,2022,1,7.7935871073594845,0.7878801334306607,4.299999999999997
85,25,2,United States,Walker Zimmerman,Right Center Back,107.2,43.0,120.0,34.5,Right Foot,Volley,From Corner,False,False,False,False,False,0.05674074,Off T,2022,0,13.146862743635834,0.5312821225420763,3.0
88,48,2,United States,Giovanni Reyna,Right Wing,103.1,51.4,104.0,50.9,Left Foot,Normal,Regular Play,False,False,False,False,False,0.043403003,Blocked,2022,0,20.385534086699817,0.2984126846102789,11.399999999999999
93,29,2,United States,Yunus Dimoara Musah,Right Center Midfield,103.9,44.2,106.6,44.4,Right Foot,Half Volley,From Throw In,False,True,False,False,False,0.054460905,Blocked,2022,0,16.638810053606594,0.4206343181531921,4.200000000000003
94,7,2,United States,Haji Wright,Center Forward,111.3,40.2,107.6,26.3,Head,Normal,From Throw In,True,False,False,False,False,0.072495155,Wayward,2022,0,8.702298546935749,0.7961073011611606,0.20000000000000284
2,2,1,Uruguay,Mathías Olivera Miramontes,Left Wing Back,98.2,27.8,120.0,35.2,Left Foot,Normal,Regular Play,False,False,False,False,False,0.039672486,Off T,2022,0,24.981593223811807,0.2555917433457795,12.2
2,59,1,Portugal,William Silva de Carvalho,Left Center Midfield,104.9,30.5,120.0,43.1,Right Foot,Volley,From Throw In,False,True,False,False,False,0.048683427,Off T,2022,0,17.839843048636943,0.3478210709413941,9.5
7,17,1,Portugal,Bruno Miguel Borges Fernandes,Center Attacking Midfield,90.8,53.9,120.0,33.7,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.014580331,Off T,2022,0,32.33960420289649,0.20414127078419775,13.899999999999999
11,6,1,Uruguay,José María Giménez de Vargas,Right Center Back,109.4,37.1,120.0,39.0,Head,Normal,From Corner,False,False,False,False,False,0.050594334,Off T,2022,0,10.989540481748993,0.6257532086425618,2.8999999999999986
15,31,1,Portugal,João Félix Sequeira,Left Center Forward,101.0,30.9,102.1,31.4,Right Foot,Normal,Regular Play,False,False,False,False,False,0.033737455,Blocked,2022,0,21.06679852279411,0.31254002949344223,9.100000000000001
17,45,1,Portugal,Cristiano Ronaldo dos Santos Aveiro,Right Center Forward,96.0,23.4,102.8,27.3,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.026755862,Blocked,2022,0,29.181500989496755,0.20660990608630936,16.6
19,49,1,Portugal,Rúben Diogo Da Silva Neves,Center Defensive Midfield,92.4,50.0,108.8,41.8,Right Foot,Half Volley,Regular Play,False,True,False,False,False,0.015326656,Blocked,2022,0,29.35574901105403,0.23378833164281534,10.0
31,57,1,Uruguay,Rodrigo Bentancur Colmán,Center Defensive Midfield,106.8,41.3,110.3,41.7,Right Foot,Normal,From Throw In,False,False,True,False,False,0.49410823,Saved,2022,0,13.263860674780931,0.5363532904037034,1.2999999999999972
34,9,1,Portugal,Cristiano Ronaldo dos Santos Aveiro,Right Center Forward,99.4,24.7,102.1,26.3,Left Foot,Normal,From Keeper,False,False,False,False,False,0.029249214,Blocked,2022,0,25.660280590827526,0.22964253391713796,15.3
34,15,1,Portugal,João Félix Sequeira,Left Center Forward,91.6,31.8,93.1,32.5,Right Foot,Normal,From Keeper,False,False,False,False,False,0.022321237,Blocked,2022,0,29.560108254199616,0.23707298984635095,8.2
35,8,1,Uruguay,Rodrigo Bentancur Colmán,Center Defensive Midfield,108.4,29.5,113.2,31.8,Right Foot,Normal,From Goal Kick,False,True,False,False,False,0.07433986,Wayward,2022,0,15.646405337968202,0.35167352608035407,10.5
36,45,1,Portugal,Bruno Miguel Borges Fernandes,Center Attacking Midfield,93.1,33.0,98.2,34.5,Right Foot,Normal,From Throw In,False,False,False,False,False,0.028039778,Blocked,2022,0,27.795863001533167,0.2537662105353209,7.0
51,38,2,Portugal,João Félix Sequeira,Left Center Forward,107.9,27.1,120.0,35.0,Left Foot,Normal,Other,False,False,False,False,False,0.036293734,Off T,2022,0,17.68671818060094,0.28760609141586146,12.899999999999999
53,40,2,Portugal,Bruno Miguel Borges Fernandes,Center Attacking Midfield,99.4,14.6,120.0,42.3,Right Foot,Normal,Regular Play,False,False,False,False,False,0.0077694156,Goal,2022,1,32.703516630478745,0.14182011585249332,25.4
56,10,2,Portugal,Cristiano Ronaldo dos Santos Aveiro,Center Forward,84.9,19.1,91.8,23.2,Right Foot,Normal,Regular Play,True,False,False,False,False,0.007159395,Wayward,2022,0,40.851193373021545,0.153977579119567,20.9
57,25,2,Uruguay,Edinson Roberto Cavani Gómez,Left Center Forward,102.9,39.7,120.0,25.2,Right Foot,Volley,Regular Play,False,True,False,False,False,0.07401822,Off T,2022,0,17.102631376487064,0.42158696285573205,0.29999999999999716
59,10,2,Uruguay,Darwin Gabriel Núñez Ribeiro,Right Center Forward,92.8,43.6,115.6,40.2,Right Foot,Normal,Regular Play,False,False,False,False,False,0.03092143,Saved,2022,0,27.43720102342803,0.2630370825264733,3.6000000000000014
64,40,2,Uruguay,Mathías Olivera Miramontes,Left Back,108.1,33.8,115.2,39.0,Head,Normal,From Throw In,True,False,False,False,False,0.041303303,Blocked,2022,0,13.418271125595881,0.48163163052148017,6.200000000000003
74,16,2,Uruguay,Maximiliano Gómez González,Left Center Forward,99.2,43.2,120.0,44.0,Right Foot,Normal,From Throw In,False,True,False,False,False,0.047642853,Post,2022,0,21.044714300745447,0.3406859086642335,3.200000000000003
77,14,2,Uruguay,Luis Alberto Suárez Díaz,Right Center Forward,115.6,34.0,120.0,35.5,Left Foot,Half Volley,From Free Kick,False,False,False,False,False,0.088375136,Off T,2022,0,7.440430095095313,0.6546121995503574,6.0
78,9,2,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,Left Midfield,109.3,50.0,113.8,45.8,Right Foot,Normal,Regular Play,False,True,False,False,False,0.2560759,Saved,2022,0,14.645477117526765,0.37141221417013726,10.0
